Name,Type,Hours,Accessible,Lat,Long
Gordon's,butcher,,,55.9513374,-3.1082625
Joppa Foodstore,convenience,,,55.9512173,-3.1077751
Mancini,hairdresser,,,55.9511627,-3.1074747
in-house design,furniture,,,55.9511980,-3.1076887
The Cutting Room,hairdresser,,,55.9617659,-3.1798168
Leith Army Stores,outdoor,Mo-Sa 09:20-17:30; Su 11:30-16:00,,55.9614608,-3.1801760
Bo Chick,hairdresser,,,55.9490471,-3.0994393
Harmony Health & Beauty,beauty,,,55.9493544,-3.1000960
Head Start,hairdresser,,,55.9493088,-3.0997810
Surrey Aerials,electronics,,,55.9493388,-3.1000136
,newsagent,,,55.9492800,-3.0996288
Lonsdale & Dutch,yes,,,55.9565573,-3.2021129
McAree Brothers,knitting,,,55.9562044,-3.2019251
McLean Forth Properties,estate_agent,,,55.9562570,-3.2019093
Simpson & Marwick,estate_agent,,,55.9562341,-3.2019435
Prontaprint,copyshop,,,55.9561282,-3.2018779
The Wind Section,musical_instrument,,,55.9588627,-3.1977543
designer-lights.com,yes,,,55.9560729,-3.2018437
John Montgomery,furniture,,,55.8708160,-3.1785447
Lady Muck,beauty,,,55.8707710,-3.1783185
Meadow Deli & Bakery,bakery,,,55.8707938,-3.1784211
Arden Property Management,estate_agent,,,55.9570211,-3.1988381
Rachel Scott Bridal Couture,clothes,,,55.9562583,-3.1983819
Ritz,hairdresser,,,55.9564284,-3.1984730
"Sturrock, Armstrong &Thomson",estate_agent,,,55.9563881,-3.1984514
relove,second_hand,,,55.9576403,-3.2073138
Mr Purves,antiques,Sa 13:00-18:00,,55.9581341,-3.2064052
The Curtain Agency,curtain,,,55.9488703,-3.4062111
The Remedy Rooms,beauty,,,55.9578944,-3.2063314
Abacus Blinds & Curtains,curtain,,,55.9590347,-3.2106624
Ampersand,furniture,,,55.9580401,-3.1937911
Linzi Crawford,clothes,,,55.9570135,-3.1932291
,hairdresser,,,55.9561365,-3.1927910
Bob's haircutting,hairdresser,,,55.9594281,-3.2190345
Comely Bank Glazing,glaziery,,,55.9593493,-3.2188028
Dream,hairdresser,,,55.9591892,-3.2153669
Horizon Hair & Beauty,beauty,,,55.9587942,-3.2225363
Orient,furniture,,,55.9594344,-3.2189667
Mr Eion,coffee,,,55.9589470,-3.2148598
George Mewes,cheese,,,55.9590567,-3.2148812
Ruth Ball,hairdresser,,,55.9591813,-3.2186897
Shaws Fine Meats,butcher,,,55.9587362,-3.2229689
St Columba's Hospice,charity,,,55.9591575,-3.2147791
Aitken Nairn,estate_agent,,,55.9565405,-3.1943356
Dunpark,estate_agent,,,55.9566419,-3.1937175
,hairdresser,,,55.9560845,-3.1926079
rose & ammi flowers,florist,,,55.9406149,-3.2040458
Carolyn Baxter Dress and Hair Boutique,clothes,,,55.9590748,-3.1911945
London Street Grocery,greengrocer,,,55.9590719,-3.1910805
Absolute Nail and Beauty,beauty,,,55.9570228,-3.1994437
Dj Alexander,estate_agent,,,55.9571056,-3.1994894
Marwicks Solicitors and Estate Agents,estate_agent,,,55.9575285,-3.1997225
The Ringmaker,jewelry,,,55.9575877,-3.1997552
Red Hot and Blue Tattoo,tattoo,,,55.9428178,-3.2012380
Arthaus,hairdresser,,,55.9589873,-3.1902392
Broughton Place Hair and Beauty,hairdresser,,,55.9585952,-3.1896216
Dragonfly,gift,,,55.9590089,-3.1902681
Lamesley Bridal,clothes,,,55.9589329,-3.1901949
Big Ideas,clothes,,,55.9482822,-3.1943662
Drift,yes,,,55.9479487,-3.1940613
The Mutts Nuts,gift,,,55.9480933,-3.1942288
Bacchus Antiques,antiques,,,55.9482259,-3.1946974
Black Box,yes,,,55.9482117,-3.1943346
Golden Hare Books,books,,,55.9481674,-3.1942981
The Christmas Shop,yes,,,55.9483642,-3.1943587
The Isle of Skye Candle Company,candles,,,55.9482750,-3.1946941
Bill Baber Knitwear,sewing,,,55.9477560,-3.1956053
Hijinks,clothes,,,55.9478914,-3.1951558
Sublime Hair Design,hairdresser,,,55.9473527,-3.1973269
Concrete wardrobe,gift,,,55.9585188,-3.1902342
JoeD Edi,clothes,,,55.9585846,-3.1903176
Shamoon's,greengrocer,,,55.9584964,-3.1902058
boombarbers,hairdresser,,,55.9581034,-3.1897253
PI-KU Collective,fashion,tues-sat 11-6 + sun 12-5,,55.9476177,-3.1925449
Avizandum,books,,,55.9472836,-3.1920023
Deadhead Comics,books,,,55.9472570,-3.1916452
Maple Arts & picture framing,frame,Tu-Sa 10:30-18:00,,55.9473572,-3.1921813
Still Life,antiques,,,55.9472309,-3.1919083
Transreal,books,,,55.9471176,-3.1917878
Venus Flytrap Tattoo,tattoo,,,55.9471996,-3.1918747
Patrick Buckley Antiques,antiques,,,55.9374950,-3.1809773
Antiques & Stuff,antiques,,,55.9375216,-3.1809953
McKensie Knight Hairdressing,hairdresser,Tu-Sa 10:00-18:00,,55.9393795,-3.1800549
Day-Today,convenience,,,55.9067420,-3.1562830
Elle Hair & Beaty,hairdresser,,,55.9040274,-3.1473582
Gilmerton Grocers,convenience,,,55.9040809,-3.1471056
S D Wright,convenience,,,55.9040999,-3.1470041
William Hill,bookmaker,,,55.9052548,-3.1345695
Coral,bookmaker,,,55.9366242,-3.0162358
Wallyford Supermarket,convenience,,,55.9368039,-3.0161152
Montgomery,optician,,,55.9447083,-2.9553667
Shopsmart,convenience,,,55.9445496,-2.9558027
Bethany House Maker,charity,,,55.9606121,-3.1821507
Crystal International Air Travel,travel_agency,,,55.9601195,-3.1828764
Doyle & Company,estate_agent,,,55.9602898,-3.1826254
Emma Hall,hairdresser,,,55.9601588,-3.1828184
Homemax furniture,furniture,,,55.9607206,-3.1819909
Ivy,beauty,,,55.9601996,-3.1827585
McCalls,clothes,,,55.9602290,-3.1827151
Urban Furniture,furniture,,,55.9604344,-3.1824125
Adeel,mobile_phone,,,55.9606650,-3.1812200
Bill's Tattoo Studio,tattoo,,,55.9606926,-3.1811845
Harburn hobbies,yes,,,55.9604960,-3.1814370
Laiba Boutique,clothes,,,55.9600168,-3.1820625
Leomax,computer,Mo-Sa 09:30-19:00,,55.9607477,-3.1811137
Macbet,bookmaker,,,55.9605631,-3.1813509
Minuteman Press,copyshop,,,55.9603840,-3.1815809
Najaf,greengrocer,,,55.9602649,-3.1817339
Punjab Continental Food Store,greengrocer,,,55.9605416,-3.1813785
Oddbins,alcohol,Mo-We 12:00-21:00; Th 12:00-22:00; Fr-Sa 11:00-22:00; Su 12:00-21:00,,55.9607601,-3.1810686
Private shops,erotic,,,55.9603290,-3.1816516
Repair Centre,mobile_phone,,,55.9601883,-3.1818324
Rooh eyebrow specialist,beauty,,,55.9604514,-3.1814944
Ross McCulloch Hair,hairdresser,Mo-Fr 10:30-17:30; Sa 09:30-15:00,,55.9602076,-3.1818075
Taj Collections,jewelry,,,55.9600925,-3.1819554
Tattie Shaw's,greengrocer,,,55.9596475,-3.1825279
The Cat's Miaou,jewelry,,,55.9596688,-3.1825001
Venus Barbers,hairdresser,,,55.9604272,-3.1815255
Veyis Hair Design,hairdresser,,,55.9603059,-3.1816812
Workweardirect,clothes,,,55.9596018,-3.1825875
i Travel4U,travel_agency,,,55.9601141,-3.1819277
Ben's newsagant,newsagent,,,55.9607624,-3.1806097
Capital Cartridges,yes,,,55.9595331,-3.1826770
Digital Images Centre,yes,,,55.9594224,-3.1828215
Garlands,florist,,,55.9594654,-3.1827653
Neil Barton,hairdresser,,,55.9594434,-3.1827940
Elm Row Grocer,convenience,,,55.9593328,-3.1828828
Mama Said,convenience,,,55.9504843,-3.1891343
Miss Katie Cupcake,jewelry,,,55.9503790,-3.1885283
Old Town Context,gift,,,55.9504741,-3.1889890
Swish,clothes,,,55.9504445,-3.1887097
Whisky World,alcohol,,,55.9504936,-3.1892667
Broughton Property Management,estate_agent,,,55.9579298,-3.1889070
Edinburgh Carpet & Flooring Warehouse,carpet,,,55.9604557,-3.1856112
Den of Iniquity,tattoo,,,55.9577246,-3.1885877
Cavanagh Antiques,antiques,,,55.9506913,-3.1892472
Enchantment,gift,,,55.9506734,-3.1889797
Forever Scotland,gift,,,55.9506805,-3.1890434
Hair By Alfie,hairdresser,,,55.9508145,-3.1888157
Pie in the Sky,clothes,,,55.9506945,-3.1893245
Whiplash Trash,clothes,,,55.9506856,-3.1891339
Cutie House,gift,,,55.9507348,-3.1909550
Eden,gift,,,55.9507032,-3.1896893
Blow HQ,beauty,,,55.9506667,-3.1903376
Cookie,clothes,,,55.9507000,-3.1899003
Route One,sports,,,55.9506878,-3.1900635
The Scotsman,newsagent,,,55.9505916,-3.1884307
The Woollen Mill,clothes,,,55.9502241,-3.1880632
Victor Scott Kilt Maker,gift,,,55.9509347,-3.1881907
Crest of Edinburgh,clothes,,,55.9501088,-3.1888213
Ness,clothes,,,55.9497810,-3.1913943
Hair-Kare,hairdresser,,,55.8922395,-3.0577087
Scotbet,bookmaker,,,55.8923607,-3.0575822
Edfringe Shop,ticket,,,55.9497244,-3.1894827
Royal Mile Crystal,gift,,,55.9497578,-3.1892503
Warhammer,video_games,,,55.9498615,-3.1885286
Hi-Fi Corner,electronics,,,55.9592529,-3.1840148
McNaughtan's Bookshop,books,,,55.9593444,-3.1838906
Picture Framer,frame,,,55.9579668,-3.1852274
Powerhouse Fitness,sports,,,55.9582605,-3.1848804
The Movie Room,electronics,,,55.9592518,-3.1839141
Razor Sharp,hairdresser,,,55.9593056,-3.1838609
Zest skin spa,beauty,,,55.9594997,-3.1836449
McPherson,seafood,,,55.9385580,-3.2303579
Ladbrokes,bookmaker,,,55.9571582,-3.1880090
mC'm,hairdresser,,,55.9576029,-3.1857642
Iconic,antiques,,,55.9468835,-3.1972639
News Experss,newsagent,,,55.9469081,-3.1971727
Purple Glamour,jewelry,,,55.9468250,-3.1974803
Hawico,clothes,,,55.9476537,-3.1944533
Mr Wood's Fossils,yes,,,55.9473484,-3.1939135
W. Armstrong & Son,clothes,,,55.9476932,-3.1943394
Cutz Barbers,hairdresser,,,55.9491010,-3.1868455
Mail Boxes Etc.,yes,,,55.9496259,-3.1871096
Marie Curie Cancer Care,charity,,,55.9497330,-3.1871634
Sally,beauty,,,55.9489754,-3.1867824
The Phone Box,mobile_phone,,,55.9491593,-3.1868749
William Hill,bookmaker,,,55.9488546,-3.1867325
Buckstone News,newsagent,,,55.9085853,-3.2095890
Headturners,hairdresser,,,55.9084914,-3.2094885
Evolution Furniture,furniture,,,55.9427728,-3.2839886
Ruth Ross,hairdresser,,,55.9002411,-3.1635928
Ballantrae Cashmere,clothes,,,55.9502998,-3.1857066
Best Of Scottish,gift,,,55.9504170,-3.1849297
Edinburgh Cashmere Boutique,gift,,,55.9501824,-3.1864367
Fudge Kitchen,confectionery,,,55.9503887,-3.1851172
Heritage of Scotland,clothes,,,55.9504354,-3.1848073
House of Cashmere,clothes,,,55.9503119,-3.1856264
Johnstons of Elgin,clothes,,,55.9503993,-3.1850470
Palenque,jewelry,,,55.9502480,-3.1860503
Real Scot Shop,gift,,,55.9504552,-3.1846762
Really Scottish,gift,,,55.9502838,-3.1858126
Royal Mile Jewellery,jewelry,,,55.9502623,-3.1859550
The Nutcracker Christmas Shop,yes,,,55.9502703,-3.1859022
Ali Willmore Hairdressing,hairdresser,,,55.9503181,-3.1841423
Antiques,antiques,,,55.9503577,-3.1841972
Carson Clark Gallery,antiques,,,55.9502432,-3.1841036
Kilberry Bagpipes,musical_instrument,,,55.9501133,-3.1840188
Tete a Tete Foto,yes,,,55.9491137,-3.1857682
Cycle Scotland,bicycle,,,55.9497789,-3.1858030
Old Town Tattoo,tattoo,,,55.9495584,-3.1856859
Shear Magik,hairdresser,,,55.9104514,-3.3218679
Chic,clothes,,,55.9511016,-3.1847848
Cyan,beauty,,,55.9509272,-3.1845930
Harmony Complementary Therapies,massage,,,55.9508583,-3.1845447
Scottish Regimental Store,clothes,,,55.9508873,-3.1845660
Studio XIII Gallery,tattoo,,,55.9508166,-3.1845126
Tangram,furniture,,,55.9512195,-3.1852113
Barnets,shoes,,,55.9506697,-3.1845967
Celtic Craft Centre,clothes,,,55.9506160,-3.1860868
Cashmere And Kilt Centre,clothes,,,55.9506295,-3.1851989
Geoffrey (Tailor) Kiltmaker,clothes,,,55.9506258,-3.1853451
John Morrison Kiltmakers,clothes,,,55.9506140,-3.1854878
Ladbrokes,bookmaker,,,55.9504130,-3.1866628
The Bonnie Blue,gift,,,55.9505366,-3.1859449
The Tappit Hen,jewelry,,,55.9505491,-3.1858770
Wee Gift Shop,gift,,,55.9505717,-3.1857548
Whisky & Wine,alcohol,,,55.9505204,-3.1860326
Hector Russell,clothes,,,55.9503523,-3.1871203
Whisky & Wine,alcohol,,,55.9508278,-3.1875549
Lifestyle Express,convenience,,,55.9350652,-3.0911209
,hairdresser,,,55.9425472,-3.1794215
Whiski Rooms,alcohol,,,55.9499121,-3.1933926
Julie Maxwell,hairdresser,,,55.9035998,-3.2849230
Corniche,clothes,,,55.9508258,-3.1841129
Aquila,jewelry,,,55.9508678,-3.1841390
,vacant,,,55.9510292,-3.1842467
Lickety Splits,confectionery,,,55.9508956,-3.1841576
Saks,hairdresser,,,55.9509635,-3.1842029
The Scottish Grocer,convenience,,,55.9507564,-3.1840682
Cranachan & Crowdie,gift,,,55.9508459,-3.1832108
Eyden,hairdresser,,,55.9507656,-3.1839701
Balerno Garage,car_repair,,,55.8839274,-3.3407044
Balerno Hardware,hardware,,,55.8838471,-3.3388220
Head Quarters,hairdresser,,,55.8834757,-3.3387391
Ian Cameron Hairdressing,hairdresser,,,55.8834681,-3.3385292
Demijohn,gift,,,55.9486214,-3.1941622
,books,,,55.9488012,-3.1931423
Howies,clothes,,,55.9487636,-3.1936055
I.J. Mellis Cheesemonger,cheese,,,55.9486368,-3.1941121
Swish,clothes,,,55.9487224,-3.1938222
The Whisky Shop,alcohol,,,55.9486630,-3.1940240
Alan Scott,hairdresser,,,55.9653284,-3.1759463
Aslam Jewellers,jewelry,,,55.9648043,-3.1764117
Dofos,pet,,,55.9643661,-3.1767741
Elvis Shakespeare,books,,,55.9642393,-3.1769217
Flying Computers,computer,,,55.9676497,-3.1740097
Greggs,bakery,,,55.9640862,-3.1771034
Home Essentials,hardware,,,55.9655928,-3.1757108
Lebara,greengrocer,,,55.9655474,-3.1757537
Lovella,beauty,,,55.9685893,-3.1732119
Men's Room,hairdresser,,,55.9676089,-3.1740454
Pat's Chung Ying,deli,,,55.9670586,-3.1744914
Polak W Szkocji,deli,,,55.9664659,-3.1749615
Purusha,hairdresser,,,55.9686551,-3.1731539
The Salvation Army Charity Shop,charity,,,55.9687126,-3.1731033
Tip Top Tresses,hairdresser,,,55.9688473,-3.1729782
Vbaid Jewelers,jewelry,,,55.9663247,-3.1750890
William Hill,bookmaker,,,55.9668433,-3.1746606
best-one,convenience,,,55.9672280,-3.1743609
iDeal Digitech,computer,,,55.9643131,-3.1768297
Vacuum Exchange,vacuum_cleaner,,,55.9646692,-3.1765261
Clarksons,jewelry,,,55.9484107,-3.1946452
The Red Door Gallery,gift,"Mo-Fr 10:30-18:00, Sa 10:00-18:00, Su 10:30:17:30",,55.9485104,-3.1945073
Museum CONTEXT,gift,,,55.9485354,-3.1944329
Walker Slater,clothes,,,55.9484737,-3.1945897
British Heart Foundation,charity,,,55.9491209,-3.2101489
Cheynes,hairdresser,,,55.9514359,-3.2117394
Digital Print Centre,copyshop,,,55.9514798,-3.2123746
Direct Lettings,estate_agent,,,55.9513245,-3.2113720
Exclusive Barbers,hairdresser,,,55.9508874,-3.2100327
Mathew Watt,hairdresser,,,55.9513470,-3.2115488
Fast Frame,frame,,,55.9496063,-3.2098569
Maialino,deli;cafe,,,55.9486000,-3.2139056
Mr James,tailor,,,55.9514804,-3.2119479
Odyssey Boutique,boutique,,,55.9488028,-3.2139494
Rogue Flowers,florist,,,55.9496992,-3.2118487
Sleeping Beauty Salon,beauty,,,55.9495463,-3.2116744
St Columba's Hospice,charity,,,55.9514531,-3.2118145
boombarbers,hairdresser,,,55.9513613,-3.2116007
charlie miller,hairdresser,,,55.9496648,-3.2110702
frontiers,clothes,,,55.9495751,-3.2113916
marco pelo,hairdresser,,,55.9493906,-3.2121255
Bobs,hairdresser,,,55.9443178,-3.2016527
Games Hub,toys,,,55.9443104,-3.2017136
The Vapour Lounge,e-cigarette,,,55.9443304,-3.2015925
John Saunderson,butcher,,,55.9409843,-3.2032932
Lupe Pinto,deli,Mo-We 10:00-18:00; Th-Fr 10:00-19:00;Sa 10:00-18:00;Su 12:30-17:30,,55.9412894,-3.2032709
The Little Fox Deli,deli,,,55.9414661,-3.2032578
Pekoetea,tea,,,55.9413655,-3.2032652
Tollcross Superstore,convenience,,,55.9423156,-3.2032353
Nicolson,clothes,,,55.9512206,-3.1809675
Prestige Scotland,gift,,,55.9512503,-3.1808322
Millie's Cookies,confectionery,,,55.9387808,-3.3140224
,dry_cleaning,,yes,55.9394405,-3.3160757
Celtic,jewelry,,,55.9513690,-3.1804461
Holyrood Gift House,yes,,,55.9527482,-3.1749235
,vacant,,,55.9525339,-3.1754980
Pegasus Sound and Light,yes,,,55.9526051,-3.1752971
Chinese Doctor,massage,,,55.9309343,-3.2100845
Ye Olde Christmas Shoppe,yes,,,55.9516925,-3.1788934
Hair of the Dog,pet,,,55.9218165,-3.1544171
Keystore,convenience,,,55.9221875,-3.1535007
Laidlaw's,bookmaker,,,55.9222537,-3.1533575
Red Ox,hairdresser,,,55.9219589,-3.1540413
Scotmid,convenience,,,55.9217432,-3.1546087
Sun Factor,tanning_salon,,,55.9220742,-3.1537692
X-box Heat,tanning_salon,,,55.9219147,-3.1541684
Day-Today,convenience,,,55.9175340,-3.1573744
Glenvarloch Bakery,bakery,,,55.9174745,-3.1579689
Wash Hoose,laundry,,,55.9175853,-3.1570940
Heads Together,hairdresser,,,55.9513082,-3.2951413
I love Edinburgh,gift,,,55.9517830,-3.1784351
Neanie Scot,gift,,,55.9517524,-3.1785900
The Royal Mile Factory Outlet,clothes,,,55.9517329,-3.1786888
William Watt Electricians,electronics,,,55.9396811,-3.2043114
Edinburgh Copy Shop,copyshop,,,55.9496059,-3.1832770
Kleen Cleaners,dry_cleaning,,,55.9503527,-3.1837801
Lo Demore,yes,,,55.9501715,-3.1836580
Pinnies and Poppy Seeds,pastry,,,55.9500720,-3.1835910
Psychomoda,clothes,,,55.9501378,-3.1836354
Ragamuffin,clothes,,,55.9505756,-3.1839303
Rene Walrus,yes,,,55.9499590,-3.1835149
Slanj,clothes,,,55.9502944,-3.1837408
Solo,clothes,,,55.9505847,-3.1838535
Thomas Marin Funeral Director,funeral_directors,,,55.9493738,-3.1831207
Tidalfire,computer,,,55.9497809,-3.1833814
Ali & Son Newsagent,convenience,,,55.9448184,-3.0944451
Brunstane Kitchens,kitchen,,,55.9447406,-3.0943986
The Wooden Floor Store,hardware,,,55.9726502,-3.1559848
TileStar,hardware,,,55.9725566,-3.1557339
Head Candy Style Boutique,hairdresser,,,55.9375010,-3.1778747
Simply Bridsmaid,clothes,,,55.9380027,-3.1783409
Call Print,copyshop,Mo-Fr 09:00-17:30,,55.9470259,-3.1864063
Edinburgh Arts and Picture Framers,art;frame,Mo-Sa 09:00-17:00;Su 12:00-17:00,,55.9470276,-3.1861862
A. Jack,glaziery,,,55.9410786,-3.1777472
Myra Crawford,beauty,,,55.9401723,-3.1798127
RJ's,hairdresser,,,55.9408456,-3.1773265
Intelvisa,travel_agency,,,55.9418533,-3.1789874
The Real. A.B. Cave,yes,,,55.9415684,-3.1813171
VIP's Barber,hairdresser,,,55.9401883,-3.1797257
Viva,hairdresser,,,55.9417151,-3.1788642
Cross Fitness Training,sports,,,55.9419005,-3.1790296
iQ,fire and security systems,,,55.9420155,-3.1791322
Haven Ink Tattoo Studio,tattoo,,,55.9400277,-3.2190358
Myriad,gift,,,55.9400427,-3.2189815
N&N Barbers,hairdresser,,,55.9400840,-3.2188317
Scotbet,bookmaker,,,55.9401230,-3.2186898
Sandher & Sons,convenience,,,55.9404835,-3.2174615
Ben's Newsagent,newsagent,,,55.9430448,-3.1797884
Cash Converters,pawnbroker,,,55.9412241,-3.1809783
Green Print,copyshop,,,55.9431447,-3.1798704
Easy Let Property,estate_agent,,,55.9424023,-3.1821954
USA Nailz,beauty salon,,,55.9428628,-3.1825912
Welch Fishmonger,seafood,,,55.9428401,-3.1825719
Guaranteed Watch & Clock Repairs,yes,,,55.9493150,-3.1829881
Focus,clothes,,,55.9506089,-3.1836499
The Royal Mile Gallery,map;gift,,,55.9506011,-3.1837160
Treasurer 1874,alcohol,,,55.9506323,-3.1834530
Tribal Body Art,tattoo,,,55.9506582,-3.1832351
Macraes of Edinburgh,clothes,,,55.9507972,-3.1823043
D & J Motors,car,,,55.9802636,-3.2149740
Wardie Bay Garage,car_repair,,,55.9802817,-3.2147545
Best Fae Scotland,gift,,,55.9516038,-3.1784316
Cadenhead's Whisky Shop,alcohol,,,55.9511811,-3.1803641
Canongate Crafts,yes,,,55.9512432,-3.1801030
Celtic Design Jewellery,jewelry,,,55.9512868,-3.1798754
Holyrood Cashmere,clothes,,,55.9517064,-3.1779864
Simply Scottish,gift,,,55.9512041,-3.1802758
The Wyrd Shop,gift,,,55.9512983,-3.1798150
Backbeats Records,music,,,55.9437354,-3.1827929
Cables and chips,computer,,,55.9449161,-3.1837439
Chu's Salon,hairdresser,,,55.9453385,-3.1834312
Euronics,electronics,,,55.9443540,-3.1835177
Events Armoury Design and print,copyshop,,,55.9452540,-3.1836161
Hollan and Barret,yes,,,55.9441503,-3.1834310
Lawrence Smith and Son Wine Merchants,alcohol,,,55.9470098,-3.1821603
Oxfam,charity,,,55.9442211,-3.1834611
Oxfam,books,,,55.9443038,-3.1834963
Richmond Barbers,hairdresser,,,55.9453234,-3.1834643
Shelter,charity,,,55.9439804,-3.1833586
Southside Glazing and Joinery,glass and glazing,,,55.9439753,-3.1816982
The Clothing Bank,clothes,,,55.9439504,-3.1833459
Adult Conceptions,erotic,,,55.9471701,-3.1856476
Varsity Music,musical_instrument,,,55.9469589,-3.1856793
Wood's,hairdresser,,,55.9472373,-3.1853708
Ballantrae Cashmere,clothes,,,55.9492193,-3.1930877
Clans Of Scotland,clothes,,,55.9491246,-3.1937628
Edinburgh Cashmere & Lambswool,clothes,,,55.9490916,-3.1939899
Elgin Cashmere,clothes,,,55.9491960,-3.1932462
House Of Cashmere,clothes,,,55.9491357,-3.1936769
Kiltane,clothes,,,55.9491159,-3.1938348
Ness,clothes,,,55.9490725,-3.1940908
The Whisky Trail,alcohol,,,55.9491457,-3.1935949
Victoria Regalia,jewelry,,,55.9486694,-3.1944064
Camera Obscura,yes,,,55.9490645,-3.1957177
Cashmere and Scarf Company,clothes,,,55.9484046,-3.1961153
Castle Gift Shop,gift,,,55.9490044,-3.1952049
Highland House,gift,,,55.9493452,-3.1939099
House Of Scotland,clothes,,,55.9492619,-3.1942327
J & S - Newsagent,newsagent,,,55.9493239,-3.1939924
The Court Curio Shop,jewelry,,,55.9492222,-3.1943866
The Wee Scotland Shop,gift,,,55.9492425,-3.1943076
Cashmere House,clothes,,,55.9493848,-3.1937565
Harris Tweed Hebrides,clothes,,,55.9493659,-3.1938295
Howick Knitwear,clothes,,,55.9494382,-3.1936005
Heritage Of Scotland,clothes,,,55.9494691,-3.1934259
James Court City Refund,clothes,,,55.9494530,-3.1942106
Jamie Scott’s Millshop,clothes,,,55.9495149,-3.1931025
Royal Mile Factory Outlet,clothes,,,55.9494757,-3.1940901
The Woolen Factory Outlet,clothes,,,55.9494920,-3.1932788
Cheynes,hairdresser,,,55.9477142,-3.1860821
Southside Books,books,,,55.9476854,-3.1860695
Applejack,clothes,,,55.9486809,-3.1865965
Arika,art,,,55.9490145,-3.1840806
Boosh Boosh Boosh,hairdresser,,,55.9489949,-3.1842044
Cowgate Newsagant,newsagent,,,55.9490273,-3.1839998
Crescent print LTD,copyshop,Mo-Fr 09:00-17:30,,55.9489667,-3.1843829
KSI,beauty,,,55.9490408,-3.1839147
Spectrum Graffiri shop,art,,,55.9490516,-3.1838467
Antique Jewellers,jewelry,,,55.9497950,-3.1913255
House of Edinburgh,gift,,,55.9496955,-3.1918215
James Pringle Weavers,clothes,,,55.9497647,-3.1914755
Marchbrae,clothes,,,55.9497390,-3.1916043
Royal Mile Whiskies,alcohol,,,55.9497161,-3.1917184
The Cigar Box,tobacco,,,55.9498019,-3.1912828
House of Edinburgh,clothes,,,55.9501204,-3.1887259
The Whisky Trail,alcohol,,,55.9500958,-3.1889541
Joe,gift,,,55.9466505,-3.1912961
Greyfriars Art Shop,craft,,,55.9467039,-3.1913562
Bridge Express,gift,,,55.9472146,-3.1915661
Greyfriars,gift,,,55.9463610,-3.1912077
The Golden Scissors,hairdresser,,,55.9464760,-3.1911769
Archipelago Bakery,bakery,,,55.9542193,-3.2014742
Berketex Bride,clothes,,,55.9535194,-3.2010249
HIM,hairdresser,,,55.9532675,-3.2068024
Hadeel,craft,,,55.9524260,-3.2050607
Stock Xchange,yes,,,55.9530952,-3.2048858
Allure,beauty,,,55.9379731,-3.1934014
Chest Heart & Stroke Scotland,charity,,,55.9382401,-3.1920625
Cheryl Irvine,hairdresser,,,55.9384045,-3.1915968
New Leaf Co-op,deli,,,55.9385137,-3.1915979
The Opticians At Marchmont,optician,Mo-Fr 09:00-17:15; Sa 09:00-13:00,,55.9379877,-3.1927026
Crystal Optometry,optician,,,55.9624287,-3.1962127
London1 Barber,hairdresser,,,55.9622762,-3.1960863
Marshmallow Lady,confectionery,,,55.9623590,-3.1961433
Naihas,convenience,,,55.9323785,-3.3144582
Paper Tiger,gift,,,55.9478075,-3.2059200
Barnardos,charity,,,55.9895754,-3.3991595
Neilsons,estate_agent,,,55.9898488,-3.3945956
Indigo Hair and Beauty,beauty,,,55.9642863,-3.1768629
Ivor and Ineta's Hair n' Beauty,beauty,,,55.9643915,-3.1767411
Leith Grocer,convenience,,,55.9639690,-3.1772085
Shoe Repairs,yes,,,55.9640157,-3.1771974
Yasmin's Health and Wellness Centre,massage,,,55.9640388,-3.1771747
Brian Drumm,hairdresser,,,55.9535754,-3.1979836
Drain Center,trade,,,55.9630400,-3.1652856
Paragon Print Co.,copyshop,,,55.9645712,-3.1735576
Pentland Component Parts,trade,,,55.9634531,-3.1649166
STAX Trade Centres,trade,,,55.9636695,-3.1654936
Speedy Tool Hire,tool_hire,,,55.9634433,-3.1637567
Wishart and Co. Ltd,trade,,,55.9638482,-3.1661864
Wishart and Co. Ltd,trade,,,55.9642285,-3.1667580
Wishart and Co. Ltd,trade,,,55.9647802,-3.1678640
AGA,kitchen,,,55.9538029,-3.2005913
Charlie Miller,hairdresser,,,55.9533377,-3.2002948
Zen Beauty,beauty,,,55.9540830,-3.1978926
Neal's Yard Remedies,beauty,,,55.9543960,-3.1980436
Robertson,art,,,55.9543733,-3.1980327
Arden,estate_agent,,,55.9322294,-3.2097354
Braemore,estate_agent,,,55.9320223,-3.2101927
Hunters,estate_agent,,,55.9322214,-3.2102149
Kristofferson,carpet,,,55.9319292,-3.2101628
SH Jewellery,jewelry,,,55.9318821,-3.2101551
Shelter Scotland,charity,,,55.9317736,-3.2101097
Technik,hifi,,,55.9318350,-3.2101108
Albert Stores Newsagent,newsagent,,,55.9625561,-3.1723554
Ali's Convenience Store,newsagent,,,55.9623166,-3.1711968
Allen's Scrap Metal,trade,,,55.9626990,-3.1775360
Ben Stores Newsagent,newsagent,,,55.9627101,-3.1779712
Apollo Blinds,window_blind,,,55.9630120,-3.1782485
Inform,copyshop,,,55.9636277,-3.1775765
DNA Hairdressing,hairdresser,,,55.9629837,-3.1782786
Freak Body Shop,sports,,,55.9631630,-3.1780881
Holt Insulation,trade,,,55.9625431,-3.1713964
Ladbrokes,bookmaker,,,55.9630841,-3.1781720
